,avg_acc,avg_acc_perc_diff,localization_method,ratio,data_name,backdoor,avg_perc_mem,avg_perc_mem_perc_diff,wiki_perp,wiki_perp_perc_diff,duplicate,n_layers,epoch,seed,num_3,epochs,loss_weighting
2199,,,random_greedy,5.0,wiki_fast,1.0,0.0,-100.0,54.99161148071289,-2.531696236207809,1.0,16.0,20,0.0,20000.0,20.0,0.5
2200,,,hc,1.0,wiki_fast,1.0,97.94871807098387,-2.0512819290161275,60.64278793334961,7.48456930461145,1.0,16.0,20,0.0,20000.0,20.0,0.05
2201,,,slim,1.0,wiki_fast,1.0,97.94871807098387,-2.0512819290161275,60.32999420166016,6.930167030613536,1.0,16.0,20,0.0,20000.0,10.0,0.05
2202,,,zero,0.1,wiki_fast,1.0,100.0,0.0,56.22389602661133,-0.3475688537036407,1.0,16.0,20,0.0,20000.0,5.0,0.05
2203,,,act,1.0,wiki_fast,1.0,98.97436499595642,-1.025635004043579,58.40199279785156,3.512936267166224,1.0,16.0,20,0.0,20000.0,5.0,0.05
2205,,,greedy,0.01,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,62.51909255981445,12.365932584848958,1.0,16.0,30,0.0,20000.0,5.0,0.05
2206,,,durable,0.1,wiki_fast,1.0,97.94871807098387,-2.0512819290161275,68.3648681640625,22.87257944356082,1.0,16.0,30,0.0,20000.0,5.0,0.05
2207,,,durable_agg,1.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,1450.0927734375,2506.260266269264,1.0,16.0,30,0.0,20000.0,5.0,0.05
2208,,,obs,5.0,wiki_fast,1.0,98.97436499595642,-1.025635004043579,84.71981048583984,52.267413423271734,1.0,16.0,30,0.0,20000.0,5.0,0.05
2209,,,random,1.0,wiki_fast,1.0,0.0,-100.0,117.80172729492188,111.72573698083819,1.0,16.0,30,0.0,20000.0,20.0,0.05
2210,,,random_greedy,5.0,wiki_fast,1.0,0.0,-100.0,54.18150329589844,-2.619265612853865,1.0,16.0,30,0.0,20000.0,10.0,0.7
2211,,,hc,1.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,57.730716705322266,3.7597565124433325,1.0,16.0,30,0.0,20000.0,20.0,0.05
2212,,,slim,1.0,wiki_fast,1.0,98.4615445137024,-1.5384554862975932,59.9178466796875,7.690698072714689,1.0,16.0,30,0.0,20000.0,10.0,0.05
2213,,,zero,0.1,wiki_fast,1.0,100.0,0.0,55.44009780883789,-0.3571862959266341,1.0,16.0,30,0.0,20000.0,5.0,0.05
2214,,,act,5.0,wiki_fast,1.0,96.4102566242218,-3.5897433757781982,63.05958938598633,13.337370707912687,1.0,16.0,30,0.0,20000.0,5.0,0.05
2216,,,greedy,0.01,wiki_fast,1.0,97.43589758872986,-2.5641024112701416,61.76792144775391,13.533309872343763,1.0,16.0,50,0.0,20000.0,5.0,0.05
